# mcs  k  T(k)  Q(k)  Eavg(k)
        3960    7     0.835294          -46       -95.7355194059
        3960    8     0.941176          -16       -89.7520187570
        3960    9     1.047059           16       -97.5996004424
        3960   10     1.152941           32       -93.9876240324
        3960   11     1.258824          -14       -86.2809071740
        3960   12     1.364706           18       -84.0217090513
        3960   13     1.470588           14       -83.5426023906
        3960   14     1.576471           16       -82.4136825423
        3960   15     1.682353          -24       -76.7806973961
        3960   16     1.788235           20       -84.8494210464
        3960   17     1.894118          -16       -82.9073466685
        3960   18     2.000000            4       -76.9242658111
        3970    1     0.200000          -64      -100.4225679565
        3970    2     0.305882          -34       -99.2724848772
        3970    3     0.411765           54       -99.9205654652
        3970    4     0.517647          -58       -97.5008345683
        3970    5     0.623529           42       -97.8830776702
        3970    6     0.729412           46       -97.0781557755
        3970    7     0.835294          -10       -92.6115175412
        3970    8     0.941176          -36       -93.2989867016
        3970    9     1.047059           36       -89.9574224917
        3970   10     1.152941           30       -91.2625609979
        3970   11     1.258824           18       -92.6751916602
        3970   12     1.364706            2       -84.1361175372
        3970   13     1.470588           -2       -93.5250527989
        3970   14     1.576471          -22       -80.7255625851
        3970   15     1.682353           24       -83.3106540408
        3970   16     1.788235            2       -76.6501120886
        3970   17     1.894118           26       -76.9856349810
        3970   18     2.000000            4       -68.4492386811
        3980    1     0.200000          -64      -100.4225679565
        3980    2     0.305882           50      -100.3265327926
        3980    3     0.411765          -30       -98.5387084019
        3980    4     0.517647          -64      -100.4225679565
        3980    5     0.623529           48       -96.8741069973
        3980    6     0.729412           -4       -96.6475930755
        3980    7     0.835294           42       -97.7875354044
        3980    8     0.941176           36       -93.0178448352
        3980    9     1.047059          -34       -95.9816256676
        3980   10     1.152941           -2       -89.6533471342
        3980   11     1.258824           34       -92.1507773512
        3980   12     1.364706          -16       -93.4766771614
        3980   13     1.470588          -36       -81.8605345666
